YEAR,ENTITY,DEBT_NAME,ORIGINAL_AMOUNT,OUTSTANDING_FYE,PROJECT,DEBT_TYPE,HAS_DEBT,SOURCE_SHEET
2022,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County,571842.03,571842.03,Airport Buildings,Direct,True,2022
2022,"Industrial Development Board of Scott County, Tennessee",Industrial Development Board of Scott County 2020,443084.28,447535.49,Airport Buildings,Direct,True,2022
2022,"Industrial Development Board of Scott County, Tennessee","J&M Grading Division , LLC 2015",1400000.0,1039682.4,J& M Grading,Conduit,True,2022
2022,"Industrial Development Board of Scott County, Tennessee",Thompson Medical Clinic 2020,1010000.0,985693.59,Medical Clinic,Conduit,True,2022
2022,Industrial Development Board of Smith County,,,,,No Debt,False,2022
2022,Industrial Development Board of Stewart County,,,,,No Debt,False,2022
2022,Industrial Development Board of Stewart-Houston Counties,2014 spec building,800000.0,443562.0,2014 Spec Building,Direct,True,2022
2022,Industrial Development Board of Stewart-Houston Counties,Interloan with Stewart Houston Industrial Park Board,1334821.0,1334821.0,Building loan,Direct,True,2022
2022,"Industrial Development Board of Unicoi County, Tennessee",Tax Increment Revenue Note (Series 2019),600000.0,600000.0,Erwin Gateway Development,Direct,True,2022
2022,"Industrial Development Board of Wayne County, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of Weakley County,TVA Loan-2007,738338.0,328502.56,Spec building-Martin TN,Direct,True,2022
2022,"Industrial Development Board of White County, Tennessee","IDB Revenue Bonds, Series 2009",3700000.0,,Project Taco Metals,Conduit,True,2022
2022,"Industrial Development Board of White County, Tennessee","Promissory Note, Series 2007",1400000.0,509424.09,Project HMMI,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"$7,000,000 Educational Facilities Revenue Bond (Currey Ingram Academy Project), Seriies 2019",7000000.0,0.0,Provide funding to construct a 32-student dormitory to begin a residential program,Conduit,True,2022
2022,Industrial Development Board of Williamson County,Ed Facilities Revenue Bond (Grace Christian Academy of Leipers Fork Project) Series 2021,15000000.0,7786687.98,Construction of new high school,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022A",985000.0,985000.0,Currey Ingram Academy Project – refinancing of prior debt the proceeds of which were used to finance acquisition and construction of facilities on the Conduit Borrower’s campus.,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022B",2285716.0,2285716.0,"Refinancing of prior debt, the proceeds of which were used to construct a 32-student dormitory to begin a residential program",Conduit,True,2022
2022,Industrial Development Board of Williamson County,"Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bond (Currey Ingram Academy Project) Series 2022C",1751524.0,1751524.0,"Refinancing of prior debt, the proceeds of which were used to construct a 32-student dormitory to begin a residential program",Conduit,True,2022
2022,Industrial Development Board of Williamson County,"Industrial Development Revenue Note, Series A (Lampo Project); Issued on October 31, 2017",98000000.0,58877884.0,Construction of central business office,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Note (St. Michael Academy Project) Series 2022B",40000000.0,40000000.0,St. Michael Academy - K-8 School,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009",7925000.0,1935000.0,"The Industrial Development Board of Williamson County, Tennessee Educational Facilities Revenue Refunding Bonds (Brentwood Academy Project) Series 2009 – Purpose: Refinance Series 2005 Bonds",Conduit,True,2022
2022,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee, Educational Facilities Revenue Refunding Bonds (Currey Ingram Academy Project) Series 2009",6105000.0,0.0,Currey Ingram Academy Project – refinancing of prior debt the proceeds of which were used to finance acquisition and construction of facilities on the Conduit Borrower’s campus.,Conduit,True,2022
2022,Industrial Development Board of Williamson County,"The Industrial Development Board of Williamson County, Tennessee, Educational Facilities Revenue Refunding Bonds (St. Matthew School Project) Series 2009",2050000.0,450000.0,St. Matthews School Project. Refinanced prior debt the proceeds of which were used to acquisition and construction on the Conduit Borrower’s campus,Conduit,True,2022
2022,Industrial Development Board of Wilson County,Kenwal 2007,10000000.0,,"Kenwal Steel Tennessee, LLC",Conduit,True,2022
2022,"Industrial Development Board of the City of Alamo, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Alcoa, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Arlington,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Bartlett, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Berry Hill, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Bolivar, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Bradford, TN",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Bristol, Tennessee",Revenue Bond (Johnson Pinnacle Project) Series 2013,1700000.0,1231969.0,Johnson Pinnacle Project (Revenue Supported Bonds),Conduit,True,2022
2022,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Bonds (The Pinnacle Project), Series 2016A, dated November 22, 2016",91085000.0,91085000.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2022
2022,"Industrial Development Board of the City of Bristol, Tennessee","State Sales Tax Revenue Capital Appreciation Bonds (The Pinnacle Project), Series 2016B, dated November 22, 2016",29515400.2,21555642.0,Pinnacle Project (State Sales Tax Revenue Supported Bonds),Direct,True,2022
2022,"Industrial Development Board of the City of Bristol, Tennessee","Subordinate Tax Increment Revenue Bonds (Pinnacle Project), Series 2016B, dated November 30, 2016",3680000.0,2825000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2022
2022,"Industrial Development Board of the City of Bristol, Tennessee","Tax Increment Revenue Bonds (Pinnacle Project), Series 2016, dated November 30, 2016",30020000.0,27320000.0,Pinnacle Project (Property Tax Supported Bonds),Direct,True,2022
2022,"Industrial Development Board of the City of Brownsville and Haywood County, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",139 Partners d/b/a Evergreen Real Estate - MLK Blvd Extension - Riverwalk - Pinnacle Bank 2018,3500000.0,2649307.0,Riverwalk,Conduit,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",2018A IDB Revenue Refunding 2007 Bonds,32235000.0,29575000.0,Refunding,Direct,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",2018C IDB Revenue Refunding 2010 Bonds Taxable,28200000.0,14885000.0,Refunding,Direct,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",Black Creek Mountain 2013,9089045.0,8793620.0,Black Creek,Conduit,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",Blue Cross Blue Shield 2021,200000000.0,200000000.0,Blue Cross Blue Shield,Conduit,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",East Chattanooga Rising (Nippon Paint Automotive Company) - Tubman Site 2020,4000000.0,3985232.0,Nippon Paint Auto Comp,Conduit,True,2022
2022,"Industrial Development Board of the City of Chattanooga, Tennessee",YMCA 2020,6900000.0,1494651.0,YMCA,Conduit,True,2022
2022,Industrial Development Board of the City of Cleveland,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Collinwood,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Columbia, Tennessee","2016 Industrial Development Revenue Note, Series A (Project Summer)",3620000.0,1572584.3,Project Summer,Conduit,True,2022
2022,Industrial Development Board of the City of Cookeville,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Dayton,Industrial Property 2011,1100000.0,,Purchase of Industrial Property,Direct,True,2022
2022,Industrial Development Board of the City of Dresden,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Dunlap,Mountain Valley Bank 2020,160000.0,125429.37,5936 SR 28 Industrial Building,Direct,True,2022
2022,Industrial Development Board of the City of Dyer,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of East Ridge,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Elizabethton, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Fairview, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Franklin,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Friendship,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Germantown, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Goodlettsville,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Greenfield,Loan for Industry - Hwy 45,292500.0,194139.87,Financing of New Facility - Hwy 45,Conduit,True,2022
2022,"Industrial Development Board of the City of Harriman, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Henderson,Arvin Sango Bonds,10000000.0,,Arvin Sango Building and Equipment,Conduit,True,2022
2022,Industrial Development Board of the City of Henderson,FHU Educational Facilities Bond 2016,7500000.0,5637219.0,Construction of Hope Barber Shull Academic Resource Center,Conduit,True,2022
2022,Industrial Development Board of the City of Henderson,Southwest Human Resource Agency Series 2016,1300000.0,,Acquisition of Building and Kitchen Equipment,Conduit,True,2022
2022,Industrial Development Board of the City of Hohenwald,BRS Offroad 2021,905000.0,,BRS Offroad,Direct,True,2022
2022,Industrial Development Board of the City of Hohenwald,"Real Estate - Forrest Ave, 2012",358915.0,254359.14,239 Forrest Ave. - Kanson Electronic,Direct,True,2022
2022,"Industrial Development Board of the City of Humboldt, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Jackson,BICC Capital Project 1991 (Issued 2001),9000000.0,1000000.0,Conduit Debt offering,Conduit,True,2022
2022,Industrial Development Board of the City of Jackson,Bobrick Washroom Equipment 2020,4500000.0,4500000.0,Bobrick Building Construction,Conduit,True,2022
2022,Industrial Development Board of the City of Jefferson City,APPLACHIAN ELECTRIC 2019,1140000.0,886666.56,JEFFERSON CITY INDUSTRIAL COMPLEX,Direct,True,2022
2022,Industrial Development Board of the City of Jefferson City,APPLACHIAN ELECTRIC-2 2019,285000.0,224410.54,JEFFESON CITY INDUSTRIAL COMPLEX,Direct,True,2022
2022,"Industrial Development Board of the City of Johnson City, Tennessee",PILOT 2021,4000000.0,,"LabConnect Holdings, Inc.",Conduit,True,2022
2022,"Industrial Development Board of the City of Johnson City, Tennessee","Revenue Note, Series A 2017",2200000.0,,"LPI, Inc.",Conduit,True,2022
2022,Industrial Development Board of the City of Knoxville,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Knoxville for the Downtown Cinema, Inc.",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of La Vergne,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Lafayette, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Lakeland, Tennessee",Lakeland Commons Amended and Restated TIF,9750000.0,9750000.0,"Loan for infrastructure costs related to a mixed use development at 4895 Seed Tick Road, Lakeland, TN and 9678 Highway 70, Lakeland, TN 38002.",Conduit,True,2022
2022,Industrial Development Board of the City of Lawrenceburg,"$3,000,000 Industrial Development Revenue Board (Booker Assets TN, Inc) Series 2019",3000000.0,2622393.0,Manufacturing/Distribution Facilities,Conduit,True,2022
2022,Industrial Development Board of the City of Lawrenceburg,TIF Note (Best Western Hotel Plus Project) Series 2021,1032300.0,986531.05,Construction Best Western Hotel Plus,Direct,True,2022
2022,"Industrial Development Board of the City of Lenoir City, Tennessee","Collateralized Mulifamily Housing Bond, Series 2018",5500000.0,,Springplace Apartments,Conduit,True,2022
2022,"Industrial Development Board of the City of Loretto, Tennessee","The Industrial Development Board of the City of Loretto, TN 2019",140000.0,56000.0,Purchase Industrial Property,Direct,True,2022
2022,"Industrial Development Board of the City of Loudon, Tennessee","Tate & Lyle Ingredients Americas, LLC 1/1/2017",250000000.0,,T&L PILOT,Conduit,True,2022
2022,Industrial Development Board of the City of Martin,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of McKenzie,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Memphis and County of Shelby, TN",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Middleton,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Milan, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Millington,Shoppes of Millington Farms 2017,3800000.0,3192248.53,TIF Loan for the Shoppes of Millington Farms,Conduit,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2010,1100000.0,550000.0,Barton Springs Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2013,2500000.0,1615.22,Masengill Springs Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2014,1725000.0,1237910.0,Popkin Town Center Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2014,3500000.0,1961745.0,The Downs at Wallace Farms Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2015,4660000.0,816056.0,Merchants Greene Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2015,1750000.0,765472.0,Cherokee Crossings Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2022,2803000.0,2803000.0,Merchants Greene Development Project,Direct,True,2022
2022,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note 2022,1000000.0,1000000.0,Bellwood Farms Development Project,Direct,True,2022
2022,Industrial Development Board of the City of Mount Pleasant,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Newport and Cocke County, Tennessee",Industrial Revenue Bond (Industrial Park Project); 2020,1050000.0,1050000.0,Industrial Park Project,Direct,True,2022
2022,"Industrial Development Board of the City of Newport and Cocke County, Tennessee",Tax Increment Revenue Note (Sugar Cove Wastewater Project); 2017,223822.0,204396.0,Sugar Cove Wastewater Project,Direct,True,2022
2022,Industrial Development Board of the City of Oak Ridge,Demand Bonds,27700000.0,16988000.0,Oak Ridge Associated Universities Project,Conduit,True,2022
2022,Industrial Development Board of the City of Oak Ridge,Lease Revenue Bonds,154360000.0,91044999.93,Y-12 National Security Complex,Conduit,True,2022
2022,Industrial Development Board of the City of Oak Ridge,Multifamily Housing Revenue Bond,11000000.0,11000000.0,Frank Callaghan Towers,Conduit,True,2022
2022,Industrial Development Board of the City of Oak Ridge,Social Multifamily Tax-Exempt Mortgage Backed Bonds,10165000.0,10165000.0,McKenzie Acres Apartments,Conduit,True,2022
2022,Industrial Development Board of the City of Oak Ridge,Tax Increment Revenue Note,13000000.0,13000000.0,Oak Ridge Mall Development,Direct,True,2022
2022,"Industrial Development Board of the City of Paris, Tennessee",Eurotranciatura East 2022-1,754000.0,706132.87,Acquisition of facility for lease to Euro,Conduit,True,2022
2022,"Industrial Development Board of the City of Paris, Tennessee",Eurotranciatura East Equipment 2022-2,146000.0,136844.0,Acquisition of equipment for lease to Euro,Conduit,True,2022
2022,"Industrial Development Board of the City of Parsons, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Pikeville,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Bennett Properties ATA Retail Jacent 2012,3450000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Kyowa America 2012,26500000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",North American Stamping Group 2013,28000000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Portland Capital Partners 2012,11750000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",SIF Portland LLC & RB Distribution 2018,50000000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Shoals LLC & Shoals Technologies 2011,25500000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Stevison Ham Company 2017,7000000.0,,Capital Investment,Conduit,True,2022
2022,"Industrial Development Board of the City of Portland, Tennessee",Tractor Supply 2018,327000.0,,Capital Investment,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Avenue at Giles (2015),775000.0,,Avenue at Giles Project 1,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Avenue at Giles (2018),580000.0,,Avenue at Giles Project 2,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Integrity Injection Mold (2022),1000000.0,958570.83,Integrity Injection Mold - TVA,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Integrity Mold (2021),4800000.0,4730693.14,Integrity Mold -Expansion,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2016),962343.0,645727.1,PGI Purchase,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2017),500000.0,242561.99,PGI Expansion - TVA Portion),Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2017),1469418.0,779004.91,PGI Expansion (Bank portion),Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (Lease/Purchase) 2015,3021000.0,1435242.17,PGI Lease/Purchase,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Saargummi (2011),600000.0,220063.98,Saargummi Lease/Purchase,Conduit,True,2022
2022,Industrial Development Board of the City of Pulaski and Giles County,Twin City Fan (2015),5225000.0,3720547.4,TCF Purchase-Refinance,Conduit,True,2022
2022,Industrial Development Board of the City of Ridgely,City of Ridgely 2018,112593.0,,Refinance building,Direct,True,2022
2022,Industrial Development Board of the City of Ripley,"GO Lease Rental Rev Bonds, Series 2009",4830000.0,1335000.0,Courthouse Square Revitalization,Conduit,True,2022
2022,Industrial Development Board of the City of Ripley,"Loan Agreement, Series 2012",1600000.0,1042081.0,Quaprotek USA LP project,Conduit,True,2022
2022,Industrial Development Board of the City of Rockwood,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Rutherford, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Sevierville, Tennessee","Revenue Bonds, Series 2015",2025000.0,1235589.0,River Landing Infrastructure,Conduit,True,2022
2022,Industrial Development Board of the City of Shelbyville,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Smithville, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of South Fulton, Tennessee, Inc.",WARREN SEED PROPERTY 12/19/2013,580000.0,,WARREN SEED,Conduit,True,2022
2022,"Industrial Development Board of the City of Spencer, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Springfield, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Sweetwater,,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Tiptonville,,,,,No Debt,False,2022
2022,"Industrial Development Board of the City of Union City, Tennessee",Gopal 2018,1600000.0,1600000.0,Hampton INN,Conduit,True,2022
2022,"Industrial Development Board of the City of Union City, Tennessee",MIA -operating,400000.0,80000.0,Operation,Direct,True,2022
2022,"Industrial Development Board of the City of Union City, Tennessee",MIA-Note 1 Building,3250000.0,650000.0,Building,Conduit,True,2022
2022,"Industrial Development Board of the City of Union City, Tennessee",TIF-GAM,3500000.0,3138325.0,2 hotels and pavillion,Conduit,True,2022
2022,"Industrial Development Board of the City of Waynesboro, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the City of Westmoreland,Building Loan,550000.0,299818.0,Purchase Building,Direct,True,2022
2022,Industrial Development Board of the City of Westmoreland,Improvements Loan-2017,97930.0,27086.0,Improvements to Building,Direct,True,2022
2022,Industrial Development Board of the City of Westmoreland,Project Stitch Loan,119933.0,52491.0,Improvements to Building,Direct,True,2022
2022,"Industrial Development Board of the City of White House, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Counties of Cumberland, Morgan & Roane, TN",,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Benton,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee",Recovery Zone Facility Revenue Bonds Series 2010,41000000.0,41000000.0,Manufacturing Facility Upgrades,Conduit,True,2022
2022,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee",Revenue Bond (Maytag Project) Series 2010,225000000.0,225000000.0,Manufacturing Facilities,Conduit,True,2022
2022,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee","Revenue Bond, Series A (Bayer Healthcare LLC 2018 Project)",20000000.0,20000000.0,Admin Building-Manufacturing,Conduit,True,2022
2022,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee","Revenue Bond, Series B (Bayer Healthcare LLC 2018 Project)",5000000.0,5000000.0,Admin Building-Manufacturing,Conduit,True,2022
2022,Industrial Development Board of the County of Carroll,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Decatur, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Dickson,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Hardeman, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Hickman,,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Jackson,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Johnson County, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Sequatchie,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Sevier, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Sullivan,,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Sumner,,,,,No Debt,False,2022
2022,Industrial Development Board of the County of Tipton,,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Union, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the County of Washington, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Ardmore, Tennessee",Line Of Credit Issued 2016,350000.0,0.0,Open Line of Credit,Direct,True,2022
2022,Industrial Development Board of the Town of Centerville,,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Collierville, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Cornersville, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Covington, Tennessee",Charms 1992 Bonds - 1992,7500000.0,7500000.0,Industrial expansion,Conduit,True,2022
2022,"Industrial Development Board of the Town of Covington, Tennessee",US Cold Storage - Series 2014,49500000.0,11206961.0,Industrial expansion,Conduit,True,2022
2022,"Industrial Development Board of the Town of Covington, Tennessee","Unilever, Series 2014-1",30342242.0,10032670.0,Industrial expansion,Conduit,True,2022
2022,"Industrial Development Board of the Town of Decherd, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Dover, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2019),200000.0,150941.0,Town Crossing Development Area,Direct,True,2022
2022,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2020),200000.0,178322.0,2645 E. Andrew Johnson Highway,Direct,True,2022
2022,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2021),300000.0,285633.0,1055 W. Andrew Johnson Highway,Direct,True,2022
2022,Industrial Development Board of the Town of Halls,,,,,No Debt,False,2022
2022,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2013",522633.0,423705.46,Hockey Rink,Direct,True,2022
2022,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2020",2005547.0,1904101.96,Dynamix Facility,Direct,True,2022
2022,Industrial Development Board of the Town of New Tazewell,,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Newbern, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the Town of Obion,,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Oneida, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the Town of Smyrna,,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Sparta, Tennessee",,,,,No Debt,False,2022
2022,"Industrial Development Board of the Town of Trezevant, Tennessee",,,,,No Debt,False,2022
2022,Industrial Development Board of the Town of White Pine,,,,,No Debt,False,2022
2022,"Industrial Development Corporation of the Town of Troy, Tennessee",Construction Loan -- Draw Account,200150.0,52419.0,Petainer Project,Direct,True,2022
2022,"Industrial Development Corporation of the Town of Troy, Tennessee","Fixed Loan, 12/17/2018",383375.0,226597.0,Air-Evac Facility,Direct,True,2022
2022,Joint Industrial Development Board of Celina and Clay County,JIDB of Celina & Clay County 2016,215000.0,194515.58,Purchase 1200 Mitchell St Property,Direct,True,2022
2022,Kingsport Industrial Development Board,2009 - Multifamily Housing Revenue Bond,11050000.0,11050000.0,Model City Apartment Project,Conduit,True,2022
2022,Kingsport Industrial Development Board,2013 - General Shale Loan,3289320.21,3289320.21,General Shale Loan,Direct,True,2022
2022,Kingsport Industrial Development Board,2019 - Miracle Field Loan,1800000.0,1127500.0,Miracle Field Loan,Direct,True,2022
2022,Kingsport Industrial Development Board,2020 - Anita's Foods Loan,6640000.0,6383915.67,Anita's Foods Loan,Direct,True,2022
2022,Kingsport Industrial Development Board,2020 - Multifamily Housing Revenue Bond,8500000.0,8500000.0,Kingsport West,Conduit,True,2022
2022,Lewisburg Industrial Development Board,Revenue Bonds Series 2003,25000000.0,25000000.0,Solid Waste Disposal,Conduit,True,2022
2022,Lewisburg Industrial Development Board,Revenue Bonds Series 2006,22000000.0,22000000.0,Solid Waste Disposal,Conduit,True,2022
2022,Lexington Industrial Development Board,"Promissory Note First Bank, 2010",950000.0,621822.5,"Industrial Bldg, Industrial Dr.",Direct,True,2022
2022,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015A",8316000.0,3326400.0,Crosstown Concourse,Conduit,True,2022
2022,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015B",2015300.0,604590.0,Self Tucker Headquarters,Conduit,True,2022
2022,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015C",340700.0,102210.0,Knowledge Quest Headquarters,Conduit,True,2022
2022,Memphis Center City Revenue Finance Corporation,Series 2021 Direct Note Obligation DMA Projects,40000000.0,28297500.0,Mobility Projects,Direct,True,2022
2022,Memphis Center City Revenue Finance Corporation,Sports Facility Revenue Bonds (Stadium Project) 2014A,17925000.0,12200000.0,AutoZone Park,Direct,True,2022
2022,Memphis Center City Revenue Finance Corporation,Sports Facility Revenue Bonds (Stadium Project) 2014B,5720000.0,3090000.0,AutoZone Park,Direct,True,2022
2022,Memphis Center City Revenue Finance Corporation,Tax-Exempt Revenue Bonds,11000000.0,9629276.0,Crosstown Arts Theatre Project Series (2016),Conduit,True,2022
2022,Monroe County Industrial Development Bond Board,,,,,No Debt,False,2022
2022,"Morgan County Economic Development Board, Inc.",Commercial Promissory Note 2019,3608710.0,0.0,Industrial Building,Direct,True,2022
2022,"Morgan County Economic Development Board, Inc.",Commercial Promissory Note 2021,1000000.0,874387.68,Industrial Building,Direct,True,2022
2022,"Morgan County Economic Development Board, Inc.",Sales Tax Increment Revenue Note 2017,300000.0,0.0,Brushy Mountain Project,Direct,True,2022
2022,"Morgan County Economic Development Board, Inc.",Sales Tax Increment Revenue Note 2021,850000.0,692576.2,Brushy Mountain Project,Direct,True,2022
2022,Phipps Bend Joint Venture,,,,,No Debt,False,2022
