YEAR,ENTITY,DEBT_NAME,ORIGINAL_AMOUNT,OUTSTANDING_FYE,PROJECT,DEBT_TYPE,HAS_DEBT,SOURCE_SHEET
2021,"Industrial Development Board of the City of Lenoir City, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Loretto, Tennessee","The Industrial Development Board of the City of Loretto, TN 2019",140000.0,84000.0,Purchase Industrial Property,Direct,True,2021
2021,"Industrial Development Board of the City of Loudon, Tennessee","Tate & Lyle Ingredients Americas, LLC 1/1/2017",250000000.0,,T&L PILOT,Conduit,True,2021
2021,Industrial Development Board of the City of Martin,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of McKenzie,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Middleton,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Milan, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Millington,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (Barton Springs Development Project) 2010,1100000.0,605000.0,Retail shopping Center,Direct,True,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (Cherokee Crossings Development Project) 2015,1750000.0,1104827.0,Retail shopping center,Direct,True,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (Masengill Springs Development Project) 2013,2500000.0,1615221.0,Retail shopping center,Direct,True,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (Merchants Greene Development Project) 2015,4660000.0,1632694.0,Retail shopping center,Direct,True,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (Popkin Town Center Development Project) 2014,1725000.0,1322477.0,Retail shopping Center,Direct,True,2021
2021,"Industrial Development Board of the City of Morristown, Tennessee",Tax Increment Revenue Note (The Downs at Wallace Farms Development Project) 2014,3500000.0,2031534.0,Retail shopping center,Direct,True,2021
2021,Industrial Development Board of the City of Mount Pleasant,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Newport and Cocke County, Tennessee",Industrial Revenue Bond (Industrial Park Project); 2020,1050000.0,1050000.0,Industrial Park Project,Direct,True,2021
2021,"Industrial Development Board of the City of Newport and Cocke County, Tennessee",Tax Increment Revenue Note (Sugar Cove Wastewater Project); 2017,223822.0,204396.0,Sugar Cove Wastewater Project,Direct,True,2021
2021,Industrial Development Board of the City of Oak Ridge,Demand Bonds,27700000.0,20035000.0,Oak Ridge Associated Universities Project,Conduit,True,2021
2021,Industrial Development Board of the City of Oak Ridge,Lease Revenue Bonds,154360000.0,97234999.93,Y-12 National Security Complex,Conduit,True,2021
2021,Industrial Development Board of the City of Oak Ridge,Multifamily Housing Revenue Bond,11000000.0,11000000.0,Frank Callaghan Towers,Conduit,True,2021
2021,Industrial Development Board of the City of Oak Ridge,Tax Increment Revenue Note,13000000.0,13000000.0,Oak Ridge Mall Development,Direct,True,2021
2021,"Industrial Development Board of the City of Paris, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Parsons, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Pikeville,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Bennett Properties 2012,3450000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Kyowa America Corporation 201101012025,26500000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",North American Stamping Group 2014,28000000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Portland Capital Property LLC 2012,11750000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",SIF Portland TN RB Distribution 2018,50000000.0,,Capital Investment,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Solon LLC Shoals Technologies 2012,25500000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Stevison Ham Company 2016,7000000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",Tractor Supply 2018 TIF,327000.0,,Capital Investment Funds,Conduit,True,2021
2021,"Industrial Development Board of the City of Portland, Tennessee",U S Tsubaki 2020,35000000.0,,Capital Investment Funds,Non-Debt,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,Integrity Mold (2019,3080000.0,2838454.0,Integrity Mold - Construction,Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,Integrity Mold (2021),3000000.0,2716208.0,Integrity Mold -Expansion,Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2016),962343.0,704051.0,PGI Purchase,Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2017),1469418.0,933827.0,PGI Expansion (Bank portion),Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (2017),500000.0,300000.0,PGI Expansion - TVA Portion),Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,PGI Investments (Lease/Purchase) 2015,3021000.0,1532074.0,PGI Lease/Purchase,Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,Saargummi (2011),600000.0,277313.0,Saargummi Lease/Purchase,Conduit,True,2021
2021,Industrial Development Board of the City of Pulaski and Giles County,Twin City Fan (2015),5225000.0,3983316.0,TCF Purchase-Refinance,Conduit,True,2021
2021,Industrial Development Board of the City of Ripley,"GO Lease Rental Rev Bonds, Series 2009",4830000.0,1335000.0,Courthouse Square Revitalization,Conduit,True,2021
2021,Industrial Development Board of the City of Ripley,"Ind Development Rev Note, Series 2011",700000.0,0.0,Quaprotek USA LP Project,Conduit,True,2021
2021,Industrial Development Board of the City of Ripley,"Loan Agreement, Series 2012",1500000.0,0.0,Quaprotek USA LP Project,Conduit,True,2021
2021,Industrial Development Board of the City of Ripley,"Loan Agreement, Series 2012",1600000.0,1144177.0,Quaprotek USA LP Project,Conduit,True,2021
2021,Industrial Development Board of the City of Rockwood,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Rutherford, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Sevierville, Tennessee","Revenue Bonds, Series 2015",2025000.0,1365619.0,Retail Development,Direct,True,2021
2021,Industrial Development Board of the City of Shelbyville,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Smithville, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of South Fulton, Tennessee, Inc.",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Spencer, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Springfield, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Sweetwater,,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Tiptonville,,,,,No Debt,False,2021
2021,"Industrial Development Board of the City of Union City, Tennessee",Gopal 2018,1600000.0,1600000.0,Hampton INN,Conduit,True,2021
2021,"Industrial Development Board of the City of Union City, Tennessee",MIA -operating,400000.0,80000.0,Operation,Direct,True,2021
2021,"Industrial Development Board of the City of Union City, Tennessee",MIA-Note 1 Building,3250000.0,650000.0,Building,Conduit,True,2021
2021,"Industrial Development Board of the City of Union City, Tennessee",TIF-GAM,3500000.0,3263825.0,2 hotels and pavillion,Conduit,True,2021
2021,"Industrial Development Board of the City of Waynesboro, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the City of Westmoreland,Building Loan,550000.0,299818.0,Purchase Building,Direct,True,2021
2021,Industrial Development Board of the City of Westmoreland,Improvements Loan-2017,97930.0,27086.0,Improvements to Building,Direct,True,2021
2021,Industrial Development Board of the City of Westmoreland,Project Stitch Loan,119933.0,52491.0,Improvements to Building,Direct,True,2021
2021,"Industrial Development Board of the City of White House, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Counties of Cumberland, Morgan & Roane, TN",,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Benton,,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Bradley,,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee",Recovery Zone Facility Revenue Bonds Series 2010,41000000.0,41000000.0,Manufacturing Facility Upgrades,Conduit,True,2021
2021,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee",Revenue Bond (Maytag Project) Series 2010,225000000.0,225000000.0,Manufacturing Facilities,Conduit,True,2021
2021,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee","Revenue Bond, Series A (Bayer Healthcare LLC 2018 Project)",20000000.0,20000000.0,Admin Building-Manufacturing,Conduit,True,2021
2021,"Industrial Development Board of the County of Bradley and the City of Cleveland, Tennessee","Revenue Bond, Series B (Bayer Healthcare LLC 2018 Project)",5000000.0,5000000.0,Admin Building-Manufacturing,Conduit,True,2021
2021,Industrial Development Board of the County of Carroll,,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Decatur, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Dickson,,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Hardeman, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Hickman,,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Jackson,"Loan #72-01-01 / January 15, 2014",100000.0,72988.0,Building Purchase,Direct,True,2021
2021,Industrial Development Board of the County of Jackson,"Loan #72-02-01 / October 14, 2016",60000.0,48103.0,Roof Repair,Direct,True,2021
2021,"Industrial Development Board of the County of Johnson County, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Sequatchie,,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Sevier, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Sullivan,,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Sumner,,,,,No Debt,False,2021
2021,Industrial Development Board of the County of Tipton,,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Union, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the County of Washington, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Ardmore, Tennessee",Line Of Credit Issued 2016,350000.0,0.0,Open Line of Credit,Direct,True,2021
2021,Industrial Development Board of the Town of Centerville,,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Collierville, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Cornersville, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Covington, Tennessee",Charms 1992 Bonds - 1992,7500000.0,7500000.0,Industrial expansion,Conduit,True,2021
2021,"Industrial Development Board of the Town of Covington, Tennessee","Conopco, Inc/Unilever Series 2010-2",87803619.0,9857467.0,Industrial expansion,Conduit,True,2021
2021,"Industrial Development Board of the Town of Covington, Tennessee",Evocation Series 2011-1,4419514.0,496167.0,Industrial expansion,Conduit,True,2021
2021,"Industrial Development Board of the Town of Covington, Tennessee",US Cold Storage - Series 2014,49500000.0,16541825.0,Industrial expansion,Conduit,True,2021
2021,"Industrial Development Board of the Town of Covington, Tennessee","Unilever, Series 2014-1",30342242.0,13189572.0,Industrial expansion,Conduit,True,2021
2021,"Industrial Development Board of the Town of Decherd, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Dover, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2019),200000.0,174970.0,Town Crossing Development Area,Direct,True,2021
2021,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2020),200000.0,194907.0,2645 E. Andrew Johnson Highway,Direct,True,2021
2021,"Industrial Development Board of the Town of Greeneville and Greene County, Tennessee",Tax Increment Revenue Note (Series 2021),300000.0,300000.0,1055 W. Andrew Johnson Highway,Direct,True,2021
2021,Industrial Development Board of the Town of Halls,,,,,No Debt,False,2021
2021,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2011",679742.0,413703.0,"Spec Building, CB&T",Direct,True,2021
2021,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2011",643765.0,338304.0,"Spec Building, TVA",Direct,True,2021
2021,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2013",590000.0,443592.0,Hockey Rink,Direct,True,2021
2021,Industrial Development Board of the Town of Huntingdon,"Capital Outlay Notes, Series 2020",2005547.0,1971889.0,Dynamix Facility,Direct,True,2021
2021,Industrial Development Board of the Town of New Tazewell,,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Newbern, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the Town of Obion,,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Oneida, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Scotts Hill, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the Town of Smyrna,,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Sparta, Tennessee",,,,,No Debt,False,2021
2021,"Industrial Development Board of the Town of Trezevant, Tennessee",,,,,No Debt,False,2021
2021,Industrial Development Board of the Town of White Pine,,,,,No Debt,False,2021
2021,"Industrial Development Corporation of the Town of Troy, Tennessee",Construction Loan -- Draw Account,200150.0,52419.0,Petainer Project,Direct,True,2021
2021,"Industrial Development Corporation of the Town of Troy, Tennessee","Fixed Loan, 12/17/2018",383375.0,226597.0,Air-Evac Facility,Direct,True,2021
2021,Joint Industrial Development Board of Celina and Clay County,JIDB of Celina & Clay County 2016,215000.0,197986.52,Purchase 1200 Mitchell St Property,Non-Debt,True,2021
2021,Kingsport Industrial Development Board,2009 - Multifamily Housing Revenue Bond,11050000.0,11050000.0,Model City Apartment Project,Conduit,True,2021
2021,Kingsport Industrial Development Board,2013 - General Shale Loan,3289320.21,3289320.21,General Shale Loan,Direct,True,2021
2021,Kingsport Industrial Development Board,2019 - Miracle Field Loan,1800000.0,1372000.0,Miracle Field Loan,Direct,True,2021
2021,Kingsport Industrial Development Board,2020 - Anita's Foods Loan,6640000.0,6640000.0,Anita's Foods Loan,Direct,True,2021
2021,Kingsport Industrial Development Board,2020 - Multifamily Housing Revenue Bond,8500000.0,8500000.0,Kingsport West,Conduit,True,2021
2021,Lewisburg Industrial Development Board,Collateralized Multifamily Housing Bonds Series 2019,11000000.0,11000000.0,Lewisburg Summit Apartments,Conduit,True,2021
2021,Lewisburg Industrial Development Board,Revenue Bonds Series 2003,25000000.0,25000000.0,Solid Waste Disposal,Conduit,True,2021
2021,Lewisburg Industrial Development Board,Revenue Bonds Series 2006,22000000.0,22000000.0,Solid Waste Disposal,Conduit,True,2021
2021,Lexington Industrial Development Board,"Promissory Note First Bank, 2010",950000.0,647879.0,"Industrial Bldg, Industrial Dr.",Direct,True,2021
2021,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015A",8316000.0,3326400.0,Crosstown Concourse,Conduit,True,2021
2021,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015B",2015300.0,604590.0,Self Tucker Headquarters,Conduit,True,2021
2021,Memphis Center City Revenue Finance Corporation,"Qualified Energy Conservation Bonds, 2015C",340700.0,102210.0,Knowledge Quest Headquarters,Conduit,True,2021
2021,Memphis Center City Revenue Finance Corporation,Sports Facility Revenue Bonds (Stadium Project) 2014A,17925000.0,12200000.0,AutoZone Park,Direct,True,2021
2021,Memphis Center City Revenue Finance Corporation,Sports Facility Revenue Bonds (Stadium Project) 2014B,5720000.0,3090000.0,AutoZone Park,Direct,True,2021
2021,Memphis Center City Revenue Finance Corporation,Tax-Exempt Revenue Bonds,11000000.0,9629276.0,Crosstown Arts Theatre Project Series (2016),Conduit,True,2021
2021,Memphis Center City Revenue Finance Corporation,Taxable Revenue Bonds (Peabody Place Garage) 2004,10465000.0,3060000.0,Peabody Place Parking Garage,Direct,True,2021
2021,Monroe County Industrial Development Bond Board,,,,,No Debt,False,2021
2021,"Morgan County Economic Development Board, Inc.",Commercial Promissory Note 2019,3608710.0,3210706.0,Industrial Building,Direct,True,2021
2021,"Morgan County Economic Development Board, Inc.",Commercial Promissory Note 2021,1000000.0,958505.0,Industrial Building,Direct,True,2021
2021,"Morgan County Economic Development Board, Inc.",Sales Tax Increment Revenue Note,300000.0,40043.0,Brushy Mountain Project,Direct,True,2021
2021,Obion County Industrial Development Corp,,,,,No Debt,False,2021
2021,Phipps Bend Joint Venture,,,,,No Debt,False,2021
2021,Piperton Industrial Development Board,,,,,No Debt,False,2021
2021,Savannah Industrial Development Corporation,,,,,No Debt,False,2021
2021,Selmer-McNairy County Industrial Development Board,CENTRAL BANK NOTE PAYABLE 2020,1148312.45,1035090.0,MONOGRAM EXPANSION,Direct,True,2021
2021,Selmer-McNairy County Industrial Development Board,HOME BANKING CO,1756242.0,548783.0,UNITED STAINLESS EXPANSION,Direct,True,2021
2021,Selmer-McNairy County Industrial Development Board,LEASE PAYABLE,749674.0,0.0,CAPITAL LEASE,Direct,True,2021
2021,Selmer-McNairy County Industrial Development Board,MONOGRAM REFRIGERATION LLC,20000000.0,18481094.0,INDUSTRIAL DEVELOPMENT,Conduit,True,2021
2021,Selmer-McNairy County Industrial Development Board,MULBERRY FARM LLC,1000000.0,1000000.0,INDUSTRIAL DEVELOPMENT,Conduit,True,2021
2021,Selmer-McNairy County Industrial Development Board,PICKWICK ELECTRIC COOP NOTE PAYABLE,1000000.0,216604.0,MONOGRAM EXPANSION,Direct,True,2021
2021,Selmer-McNairy County Industrial Development Board,SELMER FARMS LLC,500000.0,500000.0,INDUSTRIAL DEVELOPMENT,Conduit,True,2021
2021,Selmer-McNairy County Industrial Development Board,SELMER NORTH I LLC,1330000.0,1330000.0,INDUSTRIAL DEVELOPMENT,Conduit,True,2021
2021,Selmer-McNairy County Industrial Development Board,SELMER NORTH II LLC,400000.0,400000.0,INDUSTRIAL DEVELOPMENT,Conduit,True,2021
2021,Selmer-McNairy County Industrial Development Board,TVA NOTE PAYABLE,2000000.0,1989502.0,MONOGRAM EXPANSION,Direct,True,2021
2021,Stewart - Houston County Industrial Park Board,,,,,No Debt,False,2021
2021,"The Fayette County Industrial Development Board of Fayette County, Tennessee",,,,,No Debt,False,2021
2021,"The Industrial Development Board of Maury County, Tennessee",Industrial Revenue Bond Series 2018,4000000.0,3065000.0,Innovation Park Project,Direct,True,2021
2021,"The Industrial Development Board of Maury County, Tennessee",Loan # 16854571 TIFF UST Inc 2015,5800000.0,2524900.0,UST Inc TIFF Landmark Tile Mt. Pleasant TN at First Farmers,Conduit,True,2021
2021,"The Industrial Development Board of Maury County, Tennessee",Mt. Pleasant Power USDA 2019,360000.0,345000.0,Cherry Glen Spec Building #2,Direct,True,2021
2021,The Industrial Development Board of the County of Montgomery,"AtlasBX America Corp., Series A-2018",150000000.0,,AtlasBX Manufacturing Facilities,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Bridgestone Metalpha, Series A-2012",30000000.0,,Bridgestone Metalpha Manufacturing Expansion,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Bridgestone Metalpha, Series B-2012",55000000.0,,Bridgestone Metalpha Manufacturing Expansion,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Hankook Tire, Series A-2014",30000000.0,,Hankook Tire Manufacturing Plant Development,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Hankook Tire, Series A-2015",150000000.0,,Hankook Tire Manufacturing Plant Development,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Hankook Tire, Series A-2016",80000000.0,,Hankook Tire Manufacturing Plant Development,Conduit,True,2021
2021,The Industrial Development Board of the County of Montgomery,Office Complex Note Payable - 2020,3675596.0,3675596.0,Office Complex Development at Dunlop Lane,Direct,True,2021
2021,The Industrial Development Board of the County of Montgomery,"Shiloh Project, Series A-2014",5000000.0,,Shiloh Project Expansion,Conduit,True,2021
2021,Tullahoma Industrial Development Board,,,,,No Debt,False,2021
2021,Van Buren Industrial Development Board,,,,,No Debt,False,2021
2021,Winfield Industrial Development Board,,,,,No Debt,False,2021
2022,Adamsville-McNairy County Industrial Development Board,,,,,No Debt,False,2022
2022,Bledsoe County Industrial Development Corporation,,,,,No Debt,False,2022
2022,Cannon County Industrial Development Board,,,,,No Debt,False,2022
2022,Carter County Industrial Development Board,,,,,No Debt,False,2022
2022,City of Hendersonville Industrial Development Board,"$13,300,000 Multifamily Note (Governmental Waterview Apartments Project)",13300000.0,12453434.55,Waterview Apartments,Conduit,True,2022
2022,City of Hendersonville Industrial Development Board,"13,000,000 Educational Facility Revenue Refunding Bonds",13000000.0,2000000.0,Pope John Paul II High School,Conduit,True,2022
2022,City of Hendersonville Industrial Development Board,"5,925,000 Multifamily Bond (Hickory Pointe Apartments)",5925000.0,5030000.0,Hickory Pointe Apartments,Conduit,True,2022
2022,City of Trenton Economic and Industrial Development Board,General 2017,149489.59,12257.97,Consolidation,Direct,True,2022
2022,City of Trenton Economic and Industrial Development Board,Van Can 2017,221164.29,110637.28,Renewal of sale of building Pilot,Conduit,True,2022
2022,Claiborne County Economic and Community Development Board,,,,,No Debt,False,2022
2022,Decaturville Industrial Development Board,,,,,No Debt,False,2022
2022,Depot Redevelopment Corporation of Memphis and Shelby County,,,,,No Debt,False,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN",EDGE Direct Note Obligation (EPPF Project) Series 2016A,25000000.0,23623300.0,"Finance capital improvements and capital expenditures for the constructing and equipping of an approximately 220,000 sq. ft. retail, entertainment and commercial facility known as Elvis Past Present and Future and pay costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN",EDGE Direct Note Obligation (EPPF Project) Series 2016B,25000000.0,14173980.0,"Finance capital improvements and capital expenditures for the constructing and equipping of an approximately 220,000 sq. ft. retail, entertainment and commercial facility known as Elvis Past Present and Future and pay costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN",EDGE Economic Development Bonds (City of Memphis Project) Series 2021A,19140000.0,19140000.0,"Provide funds for a loan to the City of Memphis which will be used by the city to (i) finance certain capital improvement projects within the city consisting of improvements to AutoZone Park stadium, the FedEx Forum arena, the Historic Melrose development and multifamily housing facilities to be occupied by persons of low or moderate income, elderly or handicapped persons; and (ii) pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Qualified Energy Conservation Bond, Series 2017",2142850.0,,"Finance energy conservation installations and improvements to Southbrook Towne Center, including roofing demolition and replacement with energy efficient materials, HVAC systems, lighting, building envelope, electricity plug load, renewable energy technology, and costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Revenue Bonds, Series 2021",69635000.0,69635000.0,Proceeds loaned to the City of Memphis to pay together with other money (i) the cost of capital improvements to the public area of the city known as “Liberty Land” (ii) costs of issuance; (iii) fund the temporary Series 2021 Bonds Debt Service Reserve Fund; and (iv) pay or provide for the payment of the Series 2021 Bonds or any portion thereof.,Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Revenue Refunding Bond, Series 2022",28935000.0,,Refund Port Commission Bond series 2011,Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Senior Tax Increment Revenue Bonds, Series 2017B",24430000.0,39165000.0,"Refinance the EDGE $84,000,000 Direct Note Obligation (Graceland) Series 2015A, fund additional Graceland development costs, fund the Series 2017 Debt Service Reserve and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Senior Tax Increment Revenue Bonds, Series 2017B",24375000.0,24375000.0,"Refinance the EDGE $84,000,000 Direct Note Obligation (Graceland) Series 2015A, fund additional Graceland development costs, fund the Series 2017 Debt Service Reserve and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Special Project Revenue Obligation, Series 2014",4000000.0,1743391.16,"(Serenity Recovery Centers, Inc. Project) Refinancing of taxable indebtedness, owed to a bank and a limited family partnership, previously incurred to finance the acquisition, construction and equipping of capital improvements to the facilities of Serenity Recovery Centers, Inc.’s facilities in Memphis, Tennessee and the acquisition, construction, renovation and equipping of $400,000 of improvements to a women’s dormitory facility in Memphis, Tennessee.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE Subordinate Tax Increment Revenue Bonds, Series 2017E",10000000.0,10000000.0,"Refinance the EDGE $84,000,000 Direct Note Obligation (Graceland) Series 2015A, fund additional Graceland development costs, fund the Series 2017 Debt Service Reserve and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE TDZ Revenue Refunding Bonds, Series 2017B",87725000.0,87725000.0,"Proceeds loaned to City of Memphis, and together with other available funds, will be used to refund and defease the Memphis Center City Revenue Finance Corporation Federally Taxable Senior Revenue Bonds, Series 2011A, Exempt Subordinate Revenue Bonds, Series 2011B and Federally Taxable Subordinate Revenue Bonds, Series 2011C (Pyramid and Pinch District Redevelopment Project) and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","EDGE TDZ Revenue Refunding Bonds, Series 2017C",34300000.0,25735000.0,"Proceeds loaned to City of Memphis, and together with other available funds, will be used to refund and defease the Memphis Center City Revenue Finance Corporation Federally Taxable Senior Revenue Bonds, Series 2011A, Exempt Subordinate Revenue Bonds, Series 2011B and Federally Taxable Subordinate Revenue Bonds, Series 2011C (Pyramid and Pinch District Redevelopment Project) and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN",Economic Development Bonds (City of Memphis Project) Series 2021B,5115000.0,5115000.0,"Provide funds for a loan to the City of Memphis which will be used by the city to (i) finance certain capital improvement projects within the city consisting of improvements to AutoZone Park stadium, the FedEx Forum arena, the Historic Melrose development and multifamily housing facilities to be occupied by persons of low or moderate income, elderly or handicapped persons; and (ii) pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","Revenue Refunding Bond, Series 2019",7375000.0,,"Refund the $6,410,000 the Industrial Development Board of the City of Memphis and County of Shelby, Tennessee Variable Rate Refunding Revenue Bonds (YMCA Projects) Series 2010 and $3,150,000 The Industrial Development Board of the City of Memphis and County of Shelby, Tennessee Special Project Revenue Obligation (YMCA of Memphis and the Mid-South Project).",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","Senior Tax Increment Revenue Bonds, Series 2017A",40490000.0,39165000.0,"Refinance the EDGE $84,000,000 Direct Note Obligation (Graceland) Series 2015A, fund additional Graceland development costs, fund the Series 2017 Debt Service Reserve and pay certain costs of issuance.",Conduit,True,2022
2022,"Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, TN","Subordinate Tax Increment Revenue Bonds, Series 2017D",5005000.0,4975000.0,"Refinance the EDGE $84,000,000 Direct Note Obligation (Graceland) Series 2015A, fund additional Graceland development costs, fund the Series 2017 Debt Service Reserve and pay certain costs of issuance.",Conduit,True,2022
