text_file,source,kind,pages,chars,chars_per_page,raster_share,trust,producer
metas-gallatin-data-center.txt,metas-gallatin-data-center.pdf,DIGITAL,2,5650,2825,0.0,extraction authoritative,Adobe PDF Library 17.0
