text_file,source,kind,pages,chars,chars_per_page,raster_share,trust,producer
2002-preston-stark-inc-sos-business-detail.txt,2002-preston-stark-inc-sos-business-detail.pdf,DIGITAL,2,5354,2677,0.0,extraction authoritative,Kendo UI PDF Generator
gallatin-daycare-sos-entity-report.txt,gallatin-daycare-sos-entity-report.pdf,DIGITAL,4,10135,2534,0.0,extraction authoritative,Kendo UI PDF Generator
