text_file,source,kind,pages,chars,chars_per_page,raster_share,trust,producer
11278-2025-c-gallatinidb-rpt-cpa517-3-25-26-rev1.txt,11278-2025-c-gallatinidb-rpt-cpa517-3-25-26-rev1.pdf,OCR_SCAN,22,27415,1246,0.77,verify figures against page image,Adobe Acrobat 10.0 Paper Capture Plug-in
