text_file,source,kind,pages,chars,chars_per_page,raster_share,trust,producer
2023-06-12-sumner-county-budget-fy2024-draft-4.txt,2023-06-12-sumner-county-budget-fy2024-draft-4.pdf,DIGITAL,1,6035,6035,0.0,extraction authoritative,cairo 1.18.0 (https://cairographics.org)
calendar-gallatin-civics.txt,calendar-gallatin-civics.pdf,DIGITAL,1,8655,8655,0.0,extraction authoritative,cairo 1.18.0 (https://cairographics.org)
